chapter,chain_indx,text_ar,text_en
Prayers (Salat) - كتاب الصلاة,"30272, 20472, 11279, 19","حدثنا محمد بن عبد الرحيم، قال حدثنا يزيد بن هارون، قال أخبرنا حميد الطويل، عن أنس بن مالك، أن رسول الله صلى الله عليه وسلم سقط عن فرسه، فجحشت ساقه أو كتفه، وآلى من نسائه شهرا، فجلس في مشربة له، درجتها من جذوع، فأتاه أصحابه يعودونه، فصلى بهم جالسا، وهم قيام فلما سلم قال ‏""‏ إنما جعل الإمام ليؤتم به، فإذا كبر فكبروا، وإذا ركع فاركعوا، وإذا سجد فاسجدوا، وإن صلى قائما فصلوا قياما ‏""‏‏.‏ ونزل لتسع وعشرين فقالوا يا رسول الله إنك آليت شهرا فقال ‏""‏ إن الشهر تسع وعشرون ‏""‏‏.‏"," Narrated Anas bin Malik:                     Once Allah's Apostle fell off a horse and his leg or shoulder got injured. He swore that he would not go to his wives for one month and he stayed in a Mashruba [??] (attic room) having stairs made of date palm trunks. So his companions came to visit him, and he led them in prayer sitting, whereas his companions were standing. When he finished the prayer, he said, ""Imam is meant to be followed, so when he says 'Allahu Akbar,' say 'Allahu Akbar' and when he bows, bow and when he prostrates, prostrate and if he prays standing pray, standing. After the 29th day the Prophet came down (from the attic room) and the people asked him, ""O Allah's Apostle! You swore that you will not go to your wives for one month."" He said, ""The month is 29 days."""
Prayers (Salat) - كتاب الصلاة,"30175, 20423, 11352, 169, 61",حدثنا مسدد، عن خالد، قال حدثنا سليمان الشيباني، عن عبد الله بن شداد، عن ميمونة، قالت كان رسول الله صلى الله عليه وسلم يصلي وأنا حذاءه وأنا حائض وربما أصابني ثوبه إذا سجد‏.‏ قالت وكان يصلي على الخمرة‏.‏," Narrates `Abdullah bin Shaddad:                     Maimuna said, ""Allah's Apostle was praying while I was in my menses, sitting beside him and sometimes his clothes would touch me during his prostration."" Maimuna added, ""He prayed on a Khumra (a small mat sufficient just for the face and the hands while prostrating during prayers)."
Prayers (Salat) - كتاب الصلاة,"20025, 20001, 11151, 19","حدثنا عبد الله، قال أخبرنا مالك، عن إسحاق بن عبد الله بن أبي طلحة، عن أنس بن مالك، أن جدته، مليكة دعت رسول الله صلى الله عليه وسلم لطعام صنعته له، فأكل منه ثم قال ‏""‏ قوموا فلأصل لكم ‏""‏‏.‏ قال أنس فقمت إلى حصير لنا قد اسود من طول ما لبس، فنضحته بماء، فقام رسول الله صلى الله عليه وسلم وصففت واليتيم وراءه، والعجوز من ورائنا، فصلى لنا رسول الله صلى الله عليه وسلم ركعتين ثم انصرف‏.‏"," Narrated 'Is-haq:                     Anas bin Malik said, ""My grandmother Mulaika invited Allah's Apostle for a meal which she herself had prepared. He ate from it and said, 'Get up! I will lead you in the prayer.' "" Anas added, ""I took my Hasir, washed it with water as it had become dark because of long use and Allah's Apostle stood on it. The orphan (Damira or Ruh) and I aligned behind him and the old lady (Mulaika) stood behind us. Allah's Apostle led us in the prayer and offered two rak`at and then left."""
Prayers (Salat) - كتاب الصلاة,"20296, 20020, 11352, 169, 61",حدثنا أبو الوليد، قال حدثنا شعبة، قال حدثنا سليمان الشيباني، عن عبد الله بن شداد، عن ميمونة، قالت كان النبي صلى الله عليه وسلم يصلي على الخمرة‏.‏, Narrated Maimuna:                     Allah's Apostle used to pray on Khumra.
Prayers (Salat) - كتاب الصلاة,"30103, 20001, 11164, 10567",حدثنا إسماعيل، قال حدثني مالك، عن أبي النضر، مولى عمر بن عبيد الله عن أبي سلمة بن عبد الرحمن، عن عائشة، زوج النبي صلى الله عليه وسلم أنها قالت كنت أنام بين يدى رسول الله صلى الله عليه وسلم ورجلاى في قبلته، فإذا سجد غمزني، فقبضت رجلى، فإذا قام بسطتهما‏.‏ قالت والبيوت يومئذ ليس فيها مصابيح‏.‏," Narrated Abu Salama:                     `Aisha the wife of the Prophet said, ""I used to sleep in front o Allah's Apostle and my legs were opposite his Qibla and in prostration he pushed my legs and I withdrew then and when he stood, I stretched them.' `Aisha added, ""In those days the houses were without lights."""
Prayers (Salat) - كتاب الصلاة,"30399, 20023, 11207, 11013, 10511, 53",حدثنا يحيى بن بكير، قال حدثنا الليث، عن عقيل، عن ابن شهاب، قال أخبرني عروة، أن عائشة، أخبرته أن رسول الله صلى الله عليه وسلم كان يصلي وهى بينه وبين القبلة على فراش أهله، اعتراض الجنازة‏.‏, Narrated `Aisha:                     Allah Apostle prayed while I was lying like a dead body on his family bed between him and his Qibla.
Prayers (Salat) - كتاب الصلاة,"30355, 20023, 20472, 11204, 10511",حدثنا عبد الله بن يوسف، قال حدثنا الليث، عن يزيد، عن عراك، عن عروة، أن النبي صلى الله عليه وسلم كان يصلي وعائشة معترضة بينه وبين القبلة على الفراش الذي ينامان عليه‏.‏, Narrated `Urwa:                     The Prophet prayed while `Aisha was lying between him and his Qibla on the bed on which they used to sleep.
Prayers (Salat) - كتاب الصلاة,"20296, 20212, 11299, 11267, 19",حدثنا أبو الوليد، هشام بن عبد الملك قال حدثنا بشر بن المفضل، قال حدثني غالب القطان، عن بكر بن عبد الله، عن أنس بن مالك، قال كنا نصلي مع النبي صلى الله عليه وسلم فيضع أحدنا طرف الثوب من شدة الحر في مكان السجود‏.‏, Narrated Anas bin Malik:                     We used to pray with the Prophet and some of us used to place the ends of their clothes at the place of prostration because of scorching heat.
Prayers (Salat) - كتاب الصلاة,"20404, 20020, 11288",حدثنا آدم بن أبي إياس، قال حدثنا شعبة، قال أخبرنا أبو مسلمة، سعيد بن يزيد الأزدي قال سألت أنس بن مالك أكان النبي صلى الله عليه وسلم يصلي في نعليه قال نعم‏.‏," Narrated Abu Maslama:                     Sa`id bin Yazid Al-Azdi: I asked Anas bin Malik whether the Prophet had ever, prayed with his shoes on. He replied ""Yes."""
Prayers (Salat) - كتاب الصلاة,"20404, 20020, 11060, 11051, 11400",حدثنا آدم، قال حدثنا شعبة، عن الأعمش، قال سمعت إبراهيم، يحدث عن همام بن الحارث، قال رأيت جرير بن عبد الله بال ثم توضأ، ومسح على خفيه، ثم قام فصلى، فسئل فقال رأيت النبي صلى الله عليه وسلم صنع مثل هذا‏.‏ قال إبراهيم فكان يعجبهم، لأن جريرا كان من آخر من أسلم‏.‏," Narrated Ibrahim:                     Hammam bin Al-Harith said, ""I saw Jarir bin `Abdullah urinating. Then he performed ablution and passed his (wet) hands over his Khuffs (socks made from thick fabric or leather), stood up and prayed. He was asked about it. He replied that he had seen the Prophet doing the same."" They approved of this narration as Jarir was one of those who embraced Islam very late."
Prayers (Salat) - كتاب الصلاة,"30311, 20318, 11060, 20285, 11018, 166",حدثنا إسحاق بن نصر، قال حدثنا أبو أسامة، عن الأعمش، عن مسلم، عن مسروق، عن المغيرة بن شعبة، قال وضأت النبي صلى الله عليه وسلم فمسح على خفيه وصلى‏.‏,      Narrated Al-Mughira bin Shu'ba:                          I helped the Prophet in performing ablution and he passed his wet      hands over his Khuffs and prayed.
Prayers (Salat) - كتاب الصلاة,"30140, 11307, 11401, 11353",أخبرنا الصلت بن محمد، أخبرنا مهدي، عن واصل، عن أبي وائل، عن حذيفة، رأى رجلا لا يتم ركوعه ولا سجوده، فلما قضى صلاته قال له حذيفة ما صليت  قال وأحسبه قال  لو مت مت على غير سنة محمد صلى الله عليه وسلم‏.‏," Narrated Hudhaifa that he saw a person bowing and prostrating imperfectly. When he finished his Salat, Hudhaifa told him that he had not offered Salat. The subnarrator added, ""I think that Hudhaifa also said:                      Were you to die you would die on a ""Sunna"" (legal way) other than that of Muhammad ()."""
Prayers (Salat) - كتاب الصلاة,"30399, 20374, 11407, 11197, 932",أخبرنا يحيى بن بكير، حدثنا بكر بن مضر، عن جعفر، عن ابن هرمز، عن عبد الله بن مالك ابن بحينة، أن النبي صلى الله عليه وسلم كان إذا صلى فرج بين يديه حتى يبدو بياض إبطيه‏.‏ وقال الليث حدثني جعفر بن ربيعة نحوه‏.‏,"      Narrated 'Abdullah bin Malik:                          Ibn Buhaina, ""When the Prophet prayed, he used to separate his arms      from his body so widely that the whiteness of his armpits was      visible."""
Prayers (Salat) - كتاب الصلاة,"30152, 20033, 20289, 11614, 19","حدثنا عمرو بن عباس، قال حدثنا ابن المهدي، قال حدثنا منصور بن سعد، عن ميمون بن سياه، عن أنس بن مالك، قال قال رسول الله صلى الله عليه وسلم ‏""‏ من صلى صلاتنا، واستقبل قبلتنا، وأكل ذبيحتنا، فذلك المسلم الذي له ذمة الله وذمة رسوله، فلا تخفروا الله في ذمته ‏""‏‏.‏"," Narrated Anas bin Malik:                     Allah's Apostle said, ""Whoever prays like us and faces our Qibla and eats our slaughtered animals is a Muslim and is under Allah's and His Apostle's protection. So do not betray Allah by betraying those who are in His protection."""
Prayers (Salat) - كتاب الصلاة,"30238, 20025, 11279, 19","حدثنا نعيم، قال حدثنا ابن المبارك، عن حميد الطويل، عن أنس بن مالك، قال قال رسول الله صلى الله عليه وسلم ‏""‏ أمرت أن أقاتل الناس حتى يقولوا لا إله إلا الله‏.‏ فإذا قالوها وصلوا صلاتنا، واستقبلوا قبلتنا، وذبحوا ذبيحتنا، فقد حرمت علينا دماؤهم وأموالهم إلا بحقها، وحسابهم على الله ‏""‏‏.‏"," Narrated Anas bin Malik:                     Allah's Apostle said, ""I have been ordered to fight the people till they say: 'None has the right to be worshipped but Allah.' And if they say so, pray like our prayers, face our Qibla and slaughter as we slaughter, then their blood and property will be sacred to us and we will not interfere with them except legally and their reckoning will be with Allah."""
Prayers (Salat) - كتاب الصلاة,"30232, 30020, 11279, 19",قال ابن أبي مريم أخبرنا يحيى، حدثنا حميد، حدثنا أنس، عن النبي صلى الله عليه وسلم‏.‏ وقال علي بن عبد الله حدثنا خالد بن الحارث قال حدثنا حميد قال سأل ميمون بن سياه أنس بن مالك قال يا أبا حمزة، ما يحرم دم العبد وماله فقال من شهد أن لا إله إلا الله، واستقبل قبلتنا، وصلى صلاتنا، وأكل ذبيحتنا، فهو المسلم، له ما للمسلم، وعليه ما على المسلم‏.‏," Narrated Maimun bin Siyah that he asked Anas bin Malik, ""O Abu Hamza! What makes the life and property of a person sacred?"" He replied, ""Whoever says, 'None has the right to be worshipped but Allah', faces our Qibla during the prayers, prays like us and eats our slaughtered animal, then he is a Muslim, and has got the same rights and obligations as other Muslims have."""
Prayers (Salat) - كتاب الصلاة,"30026, 20005, 11013, 11206, 33","حدثنا علي بن عبد الله، قال حدثنا سفيان، قال حدثنا الزهري، عن عطاء بن يزيد، عن أبي أيوب الأنصاري، أن النبي صلى الله عليه وسلم قال ‏""‏ إذا أتيتم الغائط فلا تستقبلوا القبلة ولا تستدبروها، ولكن شرقوا أو غربوا ‏""‏‏.‏ قال أبو أيوب فقدمنا الشأم فوجدنا مراحيض بنيت قبل القبلة، فننحرف ونستغفر الله تعالى‏.‏ وعن الزهري عن عطاء قال سمعت أبا أيوب عن النبي صلى الله عليه وسلم مثله‏.‏"," Narrated Abu Aiyub Al-Ansari:                     The Prophet said, ""While defecating, neither face nor turn your back to the Qibla but face either east or west."" Abu Aiyub added. ""When we arrived in Sham we came across some lavatories facing the Qibla; therefore we turned ourselves while using them and asked for Allah's forgiveness."""
Prayers (Salat) - كتاب الصلاة,"30418, 20005, 11081, 18",حدثنا الحميدي، قال حدثنا سفيان، قال حدثنا عمرو بن دينار، قال سألنا ابن عمر عن رجل، طاف بالبيت العمرة، ولم يطف بين الصفا والمروة، أيأتي امرأته فقال قدم النبي صلى الله عليه وسلم فطاف بالبيت سبعا، وصلى خلف المقام ركعتين، وطاف بين الصفا والمروة، وقد كان لكم في رسول الله أسوة حسنة‏.‏ وسألنا جابر بن عبد الله فقال لا يقربنها حتى يطوف بين الصفا والمروة‏.‏," Narrated `Amr bin Dinar:                     I asked Ibn `Umar, ""Can a person who has performed the Tawaf around the Ka`ba for `Umra but has not performed the (Sa`i) Tawaf of Safa and Marwa, have a sexual relation with his wife?"" Ibn `Umar replied ""When the Prophet reached Mecca he performed the Tawaf around the Ka`ba (circumambulated it seven times) and offered a two-rak`at prayer (at the place) behind the station (of Abraham) and then performed the Tawaf (Sa`i) of Safa and Marwa, and verily in Allah's Apostle you have a good example."" Then we put the same question to Jabir bin `Abdullah and he too replied, ""He should not go near his wife (for sexual relation) till he has finished the Tawaf of Safa and Marwa."""
Prayers (Salat) - كتاب الصلاة,"30175, 20031, 11558, 11028",حدثنا مسدد، قال حدثنا يحيى، عن سيف، قال سمعت مجاهدا، قال أتي ابن عمر فقيل له هذا رسول الله صلى الله عليه وسلم دخل الكعبة‏.‏ فقال ابن عمر فأقبلت والنبي صلى الله عليه وسلم قد خرج، وأجد بلالا قائما بين البابين، فسألت بلالا فقلت أصلى النبي صلى الله عليه وسلم في الكعبة قال نعم ركعتين بين الساريتين اللتين على يساره إذا دخلت، ثم خرج فصلى في وجه الكعبة ركعتين‏.‏," Narrated Mujahid:                     Someone came to Ibn `Umar and said, ""Here is Allah's Apostle entering the Ka`ba."" Ibn `Umar said, ""I went there but the Prophet had come out of the Ka`ba and I found Bilal standing between its two doors. I asked Bilal, 'Did the Prophet pray in the Ka`ba?' Bilal replied, 'Yes, he prayed two rak`at between the two pillars which are to your left on entering the Ka`ba. Then Allah's Apostle came out and offered a two-rak`at prayer facing the Ka`ba.' """
Prayers (Salat) - كتاب الصلاة,"30311, 20121, 11070, 11029, 17","حدثنا إسحاق بن نصر، قال حدثنا عبد الرزاق، أخبرنا ابن جريج، عن عطاء، قال سمعت ابن عباس، قال لما دخل النبي صلى الله عليه وسلم البيت دعا في نواحيه كلها، ولم يصل حتى خرج منه، فلما خرج ركع ركعتين في قبل الكعبة وقال ‏""‏ هذه القبلة ‏""‏‏.‏"," Narrated Ibn `Abbas:                     When the Prophet entered the Ka`ba, he invoked Allah in each and every side of it and did not pray till he came out of it, and offered a two-rak`at prayer facing the Ka`ba and said, ""This is the Qibla."""
Prayers (Salat) - كتاب الصلاة,"20245, 20311, 11049, 400",حدثنا عبد الله بن رجاء، قال حدثنا إسرائيل، عن أبي إسحاق، عن البراء بن عازب  رضى الله عنهما  قال كان رسول الله صلى الله عليه وسلم صلى نحو بيت المقدس ستة عشر أو سبعة عشر شهرا، وكان رسول الله صلى الله عليه وسلم يحب أن يوجه إلى الكعبة، فأنزل الله ‏{‏قد نرى تقلب وجهك في السماء‏}‏ فتوجه نحو الكعبة، وقال السفهاء من الناس  وهم اليهود  ما ولاهم عن قبلتهم التي كانوا عليها ‏{‏قل لله المشرق والمغرب يهدي من يشاء إلى صراط مستقيم‏}‏ فصلى مع النبي صلى الله عليه وسلم رجل ثم خرج بعد ما صلى، فمر على قوم من الأنصار في صلاة العصر نحو بيت المقدس فقال هو يشهد أنه صلى مع رسول الله صلى الله عليه وسلم، وأنه توجه نحو الكعبة‏.‏ فتحرف القوم حتى توجهوا نحو الكعبة‏.‏," Narrated Bara' bin `Azib:                     Allah's Apostle prayed facing Baitul-Maqdis for sixteen or seventeen months but he loved to face the Ka`ba (at Mecca) so Allah revealed: ""Verily, We have seen the turning of your face to the heaven!"" (2:144) So the Prophet faced the Ka`ba and the fools amongst the people namely ""the Jews"" said, ""What has turned them from their Qibla (Baitul-Maqdis) which they formerly observed"""" (Allah revealed): ""Say: 'To Allah belongs the East and the West. He guides whom he will to a straight path'."" (2:142) A man prayed with the Prophet (facing the Ka`ba) and went out. He saw some of the Ansar praying the `Asr prayer with their faces towards Baitul-Maqdis, he said, ""I bear witness that I prayed with Allah's Apostle facing the Ka`ba."" So all the people turned their faces towards the Ka`ba."
Prayers (Salat) - كتاب الصلاة,"20285, 20295, 11449, 11105, 34",حدثنا مسلم، قال حدثنا هشام، قال حدثنا يحيى بن أبي كثير، عن محمد بن عبد الرحمن، عن جابر، قال كان رسول الله صلى الله عليه وسلم يصلي على راحلته حيث توجهت، فإذا أراد الفريضة نزل فاستقبل القبلة‏.‏," Narrated Jabir:                     Allah's Apostle used to pray (optional, non-obligatory prayer) while riding on his mount (Rahila) wherever it turned, and whenever he wanted to pray the compulsory prayer he dismounted and prayed facing the Qibla."
Prayers (Salat) - كتاب الصلاة,"30203, 20028, 11067, 11051, 11017","حدثنا عثمان، قال حدثنا جرير، عن منصور، عن إبراهيم، عن علقمة، قال قال عبد الله صلى النبي صلى الله عليه وسلم  قال إبراهيم لا أدري زاد أو نقص  فلما سلم قيل له يا رسول الله، أحدث في الصلاة شىء قال ‏""‏ وما ذاك ‏""‏‏.‏ قالوا صليت كذا وكذا‏.‏ فثنى رجليه واستقبل القبلة، وسجد سجدتين ثم سلم، فلما أقبل علينا بوجهه قال ‏""‏ إنه لو حدث في الصلاة شىء لنبأتكم به، ولكن إنما أنا بشر مثلكم، أنسى كما تنسون، فإذا نسيت فذكروني، وإذا شك أحدكم في صلاته فليتحرى الصواب، فليتم عليه ثم يسلم، ثم يسجد سجدتين ‏""‏‏.‏"," Narrated `Abdullah:                     The Prophet prayed (and the sub-narrator Ibrahim said, ""I do not know whether he prayed more or less than usual""), and when he had finished the prayers he was asked, ""O Allah's Apostle! Has there been any change in the prayers?"" He said, ""What is it?' The people said, ""You have prayed so much and so much."" So the Prophet bent his legs, faced the Qibla and performed two prostration's (of Sahu) and finished his prayers with Taslim (by turning his face to right and left saying: 'As-Salamu `Alaikum- Warahmat-ullah'). When he turned his face to us he said, ""If there had been anything changed in the prayer, surely I would have informed you but I am a human being like you and liable to forget like you. So if I forget remind me and if anyone of you is doubtful about his prayer, he should follow what he thinks to be correct and complete his prayer accordingly and finish it and do two prostrations (of Sahu)."
Prayers (Salat) - كتاب الصلاة,"30154, 20468, 11279, 19",حدثنا عمرو بن عون، قال حدثنا هشيم، عن حميد، عن أنس، قال قال عمر وافقت ربي في ثلاث، فقلت يا رسول الله لو اتخذنا من مقام إبراهيم مصلى فنزلت ‏{‏واتخذوا من مقام إبراهيم مصلى‏}‏ وآية الحجاب قلت يا رسول الله، لو أمرت نساءك أن يحتجبن، فإنه يكلمهن البر والفاجر‏.‏ فنزلت آية الحجاب، واجتمع نساء النبي صلى الله عليه وسلم في الغيرة عليه فقلت لهن عسى ربه إن طلقكن أن يبدله أزواجا خيرا منكن‏.‏ فنزلت هذه الآية‏.‏," Narrated `Umar (bin Al-Khattab):                     My Lord agreed with me in three things: -1. I said, ""O Allah's Apostle, I wish we took the station of Abraham as our praying place (for some of our prayers). So came the Divine Inspiration: And take you (people) the station of Abraham as a place of prayer (for some of your prayers e.g. two rak`at of Tawaf of Ka`ba)"". (2.125) -2. And as regards the (verse of) the veiling of the women, I said, 'O Allah's Apostle! I wish you ordered your wives to cover themselves from the men because good and bad ones talk to them.' So the verse of the veiling of the women was revealed. -3. Once the wives of the Prophet made a united front against the Prophet and I said to them, 'It may be if he (the Prophet) divorced you, (all) that his Lord (Allah) will give him instead of you wives better than you.' So this verse (the same as I had said) was revealed."" (66.5)."
Prayers (Salat) - كتاب الصلاة,"30232, 20379, 11279",حدثنا ابن أبي مريم، قال أخبرنا يحيى بن أيوب، قال حدثني حميد، قال سمعت أنسا، بهذا‏.‏, Narrated Anas:                     as above (395).
Prayers (Salat) - كتاب الصلاة,"30355, 20001, 11183, 18",حدثنا عبد الله بن يوسف، قال أخبرنا مالك بن أنس، عن عبد الله بن دينار، عن عبد الله بن عمر، قال بينا الناس بقباء في صلاة الصبح إذ جاءهم آت فقال إن رسول الله صلى الله عليه وسلم قد أنزل عليه الليلة قرآن، وقد أمر أن يستقبل الكعبة فاستقبلوها، وكانت وجوههم إلى الشأم، فاستداروا إلى الكعبة‏.‏," Narrated `Abdullah bin `Umar:                     While the people were offering the Fajr prayer at Quba' (near Medina), someone came to them and said: ""It has been revealed to Allah's Apostle tonight, and he has been ordered to pray facing the Ka`ba."" So turn your faces to the Ka`ba. Those people were facing Sham (Jerusalem) so they turned their faces towards Ka`ba (at Mecca)."
Prayers (Salat) - كتاب الصلاة,"30175, 20031, 20020, 11069, 11051, 11017, 16","حدثنا مسدد، قال حدثنا يحيى، عن شعبة، عن الحكم، عن إبراهيم، عن علقمة، عن عبد الله، قال صلى النبي صلى الله عليه وسلم الظهر خمسا فقالوا أزيد في الصلاة قال ‏""‏ وما ذاك ‏""‏‏.‏ قالوا صليت خمسا‏.‏ فثنى رجليه وسجد سجدتين‏.‏"," Narrated `Abdullah:                     ""Once the Prophet offered five rak`at in Zuhr prayer. He was asked, ""Is there an increase in the prayer?"" The Prophet said, ""And what is it?"" They said, ""You have prayed five rak`at.' So he bent his legs and performed two prostrations (of Sahu)."
Prayers (Salat) - كتاب الصلاة,"30367, 20155, 11279, 19","حدثنا قتيبة، قال حدثنا إسماعيل بن جعفر، عن حميد، عن أنس، أن النبي صلى الله عليه وسلم رأى نخامة في القبلة، فشق ذلك عليه حتى رئي في وجهه، فقام فحكه بيده فقال ‏""‏ إن أحدكم إذا قام في صلاته، فإنه يناجي ربه  أو إن ربه بينه وبين القبلة  فلا يبزقن أحدكم قبل قبلته، ولكن عن يساره، أو تحت قدميه ‏""‏‏.‏ ثم أخذ طرف ردائه فبصق فيه، ثم رد بعضه على بعض، فقال ‏""‏ أو يفعل هكذا ‏""‏‏.‏"," Narrated Anas bin Malik:                     The Prophet saw some sputum in the direction of the Qibla (on the wall of the mosque) and he disliked that and the sign of disgust was apparent from his face. So he got up and scraped it off with his hand and said, ""Whenever anyone of you stands for the prayer, he is speaking in private to his Lord or his Lord is between him and his Qibla. So, none of you should spit in the direction of the Qibla but one can spit to the left or under his foot."" The Prophet then took the corner of his sheet and spat in it and folded it and said, ""Or you can do this. """
Prayers (Salat) - كتاب الصلاة,"30355, 20001, 11014","حدثنا عبد الله بن يوسف، قال أخبرنا مالك، عن نافع، عن عبد الله بن عمر،‏.‏ أن رسول الله صلى الله عليه وسلم رأى بصاقا في جدار القبلة فحكه، ثم أقبل على الناس فقال ‏""‏ إذا كان أحدكم يصلي، فلا يبصق قبل وجهه، فإن الله قبل وجهه إذا صلى ‏""‏‏.‏"," Narrated `Abdullah bin `Umar:                     Allah's Apostle saw sputum on the wall of the mosque in the direction of the Qibla and scraped it off. He faced the people and said, ""Whenever any one of you is praying, he should not spit in front of him because in the prayer Allah is in front of him."""
Prayers (Salat) - كتاب الصلاة,"30355, 20001, 11065, 10511, 53",حدثنا عبد الله بن يوسف، قال أخبرنا مالك، عن هشام بن عروة، عن أبيه، عن عائشة أم المؤمنين، أن رسول الله صلى الله عليه وسلم رأى في جدار القبلة مخاطا أو بصاقا أو نخامة فحكه‏.‏," Narrated `Aisha:                     (the mother of faithful believers) Allah's Apostle saw some nasal secretions, expectoration or sputum on the wall of the mosque in the direction of the Qibla and scraped it off."
Prayers (Salat) - كتاب الصلاة,"20040, 20150, 11013, 10561, 13, 38","حدثنا موسى بن إسماعيل، قال أخبرنا إبراهيم بن سعد، أخبرنا ابن شهاب، عن حميد بن عبد الرحمن، أن أبا هريرة، وأبا، سعيد حدثاه أن رسول الله صلى الله عليه وسلم رأى نخامة في جدار المسجد، فتناول حصاة فحكها فقال ‏""‏ إذا تنخم أحدكم فلا يتنخمن قبل وجهه ولا عن يمينه، وليبصق عن يساره أو تحت قدمه اليسرى ‏""‏‏.‏"," Narrated Abu Huraira and Abu Sa`id:                     Allah's Apostle saw some expectoration on the wall of the mosque; he took gravel and scraped it off and said, ""If anyone of you wanted to spit he should neither spit in front of him nor on his right but he could spit either on his left or under his left foot."""
Prayers (Salat) - كتاب الصلاة,"30399, 20023, 11207, 11013, 10561, 13","حدثنا يحيى بن بكير، قال حدثنا الليث، عن عقيل، عن ابن شهاب، عن حميد بن عبد الرحمن، أن أبا هريرة، وأبا، سعيد أخبراه أن رسول الله صلى الله عليه وسلم رأى نخامة في حائط المسجد، فتناول رسول الله صلى الله عليه وسلم حصاة فحتها ثم قال ‏""‏ إذا تنخم أحدكم فلا يتنخم قبل وجهه ولا عن يمينه، وليبصق عن يساره، أو تحت قدمه اليسرى ‏""‏‏.‏"," Narrated Abu Huraira and Abu Sa`id:                     Allah's Apostle saw some expectoration on the wall of the mosque; he took gravel and scraped it off and said, ""If anyone of you wanted to spit, he should neither spit in front of him nor on his right but could spit either on his left or under his left foot."""
Prayers (Salat) - كتاب الصلاة,"30329, 20020, 11019, 19","حدثنا حفص بن عمر، قال حدثنا شعبة، قال أخبرني قتادة، قال سمعت أنسا، قال قال النبي صلى الله عليه وسلم ‏""‏ لا يتفلن أحدكم بين يديه ولا عن يمينه، ولكن عن يساره أو تحت رجله ‏""‏‏.‏"," Narrated Anas:                     The Prophet said, ""None of you should spit in front or on his right but he could spit either on his left or under his foot."""
Prayers (Salat) - كتاب الصلاة,"20404, 20020, 11019, 19","حدثنا آدم، قال حدثنا شعبة، قال حدثنا قتادة، قال سمعت أنس بن مالك، قال قال النبي صلى الله عليه وسلم ‏""‏ إن المؤمن إذا كان في الصلاة فإنما يناجي ربه، فلا يبزقن بين يديه ولا عن يمينه، ولكن عن يساره أو تحت قدمه ‏""‏‏.‏"," Narrated Anas bin Malik:                     The Prophet said, ""A faithful believer while in prayer is speaking in private to his Lord, so he should neither spit in front of him nor to his right side but he could spit either on his left or under his foot."""
Prayers (Salat) - كتاب الصلاة,"30026, 20005, 11013, 10561",حدثنا علي، قال حدثنا سفيان، حدثنا الزهري، عن حميد بن عبد الرحمن، عن أبي سعيد،‏.‏ أن النبي صلى الله عليه وسلم أبصر نخامة في قبلة المسجد فحكها بحصاة، ثم نهى أن يبزق الرجل بين يديه أو عن يمينه، ولكن عن يساره أو تحت قدمه اليسرى‏.‏ وعن الزهري سمع حميدا عن أبي سعيد نحوه‏.‏," Narrated Abu Sa`id:                     The Prophet saw sputum on (the wall of) the mosque in the direction of the Qibla and scraped it off with gravel. Then he forbade Spitting in front or on the right, but allowed it on one's left or under one's left foot."
Prayers (Salat) - كتاب الصلاة,"20404, 20020, 11019, 19","حدثنا آدم، قال حدثنا شعبة، قال حدثنا قتادة، قال سمعت أنس بن مالك، قال قال النبي صلى الله عليه وسلم ‏""‏ البزاق في المسجد خطيئة، وكفارتها دفنها ‏""‏‏.‏"," Narrated Anas bin Malik:                     The Prophet said, ""Spitting in the mosque is a sin and its expiation is to bury it."""
Prayers (Salat) - كتاب الصلاة,"30311, 20121, 20115, 11447, 13","حدثنا إسحاق بن نصر، قال حدثنا عبد الرزاق، عن معمر، عن همام، سمع أبا هريرة، عن النبي صلى الله عليه وسلم قال ‏""‏ إذا قام أحدكم إلى الصلاة فلا يبصق أمامه، فإنما يناجي الله ما دام في مصلاه، ولا عن يمينه، فإن عن يمينه ملكا، وليبصق عن يساره أو تحت قدمه، فيدفنها ‏""‏‏.‏"," Narrated Abu Huraira:                     Prophet said, ""If anyone of you stands for prayer, he should not spit in front of him because in prayer he is speaking in private to Allah and he should not spit on his right as there is an angel, but he can spit either on his left or under his left foot and bury it (i.e. expectoration)."
Prayers (Salat) - كتاب الصلاة,"20357, 20321, 11279, 19","حدثنا مالك بن إسماعيل، قال حدثنا زهير، قال حدثنا حميد، عن أنس، أن النبي صلى الله عليه وسلم رأى نخامة في القبلة فحكها بيده، ورئي منه كراهية  أو رئي كراهيته لذلك وشدته عليه  وقال ‏""‏ إن أحدكم إذا قام في صلاته فإنما يناجي ربه  أو ربه بينه وبين قبلته  فلا يبزقن في قبلته، ولكن عن يساره أو تحت قدمه ‏""‏‏.‏ ثم أخذ طرف ردائه فبزق فيه، ورد بعضه على بعض، قال ‏""‏ أو يفعل هكذا ‏""‏‏.‏"," Narrated Anas:                     The Prophet saw expectoration (on the wall of the mosque) in the direction of the Qibla and scraped it off with his hand. It seemed that he disliked it and the sign of disgust was apparent from his face. He said, ""If anyone of you stands for the prayer, he is speaking in private to his Lord, (or) his Lord is between him and his Qibla, therefore he should not spit towards his Qibla, but he could spit either on his left or under his foot."" Then he took the corner of his sheet and spat in it, folded it and said, ""Or do this."""
